Date,Month,Year,Company,City,ZIP,County,FIPS,MSA,CBSA,ZCTA,CDRegion,Companies,Employees
8/31/20,Aug,2020,Pier 1 Imports (Savannah-Knowlton),Savannah,31407,Chatham County,13051,"Savannah, GA",42340,31407,Coastal,1,139
9/20/20,Sep,2020,EMD Performance Materials Corp.,Savannah,31407,Chatham County,13051,"Savannah, GA",42340,31407,Coastal,1,88
9/30/20,Sep,2020,Coastal Center for Developmental Services,Savannah,31406,Chatham County,13051,"Savannah, GA",42340,31406,Coastal,1,14
10/16/20,Oct,2020,HMS Host (Savannah Airport),Savannah,31408,Chatham County,13051,"Savannah, GA",42340,31408,Coastal,1,71
10/16/20,Oct,2020,Coastal Center for Developmental Services,Savannah,31416,Chatham County,13051,"Savannah, GA",42340,31406,Coastal,1,7
11/30/17,Nov,2017,Aptim,Fort Benning,31905,Chattahoochee County,13053,"Columbus, GA-AL",17980,31905,West,1,175
11/30/17,Nov,2017,Tiya,Fort Benning,31905,Chattahoochee County,13053,"Columbus, GA-AL",17980,31905,West,1,264
1/1/19,Jan,2019,"Aptim Federal Several Services, LLC",Fort Benning,31905,Chattahoochee County,13053,"Columbus, GA-AL",17980,31905,West,1,152
10/31/19,Oct,2019,"TIYA Support Services, LLC.",Fort Benning,31905,Chattahoochee County,13053,"Columbus, GA-AL",17980,31905,West,1,160
4/3/20,Apr,2020,IHG Army Hotels,Fort Benning,31905,Chattahoochee County,13053,"Columbus, GA-AL",17980,31905,West,1,53
3/28/07,Mar,2007,Best Manufacturing Company,Menlo,30731,Chattooga County,13055,"Summerville, GA",44900,30731,Northwest,1,3
2/12/08,Feb,2008,Mount Vernon Mills,Trion,30753,Chattooga County,13055,"Summerville, GA",44900,30753,Northwest,1,250
6/30/19,Jun,2019,Mohawk,Lyerly,30730,Chattooga County,13055,"Summerville, GA",44900,30730,Northwest,1,249
3/27/20,Mar,2020,IH Services,Trion,30753,Chattooga County,13055,"Summerville, GA",44900,30753,Northwest,1,46
10/9/07,Oct,2007,Unarco,Acworth,30102,Cherokee County,13057,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30102,Metro West,1,136
12/27/07,Dec,2007,Levitt And Sons,Canton,30114,Cherokee County,13057,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30114,Metro West,1,47
9/2/08,Sep,2008,Storelink Retail Group,Woodstock,30188,Cherokee County,13057,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30188,Metro West,1,145
2/9/09,Feb,2009,Staples,Canton,30114,Cherokee County,13057,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30114,Metro West,1,89
2/1/11,Feb,2011,Siemens,Canton,30114,Cherokee County,13057,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30114,Metro West,1,18
7/1/14,Jul,2014,Timken,Ball Ground,30107,Cherokee County,13057,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30107,Metro West,1,39
10/24/14,Oct,2014,Timken,Ball Ground,30107,Cherokee County,13057,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30107,Metro West,1,17
12/31/14,Dec,2014,Radius Global Solutions,Woodstock,30188,Cherokee County,13057,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30188,Metro West,1,27
5/19/17,May,2017,International Fragrance & Tech bda Agilex Frangrances,Canton,30115,Cherokee County,13057,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30115,Metro West,1,32
6/30/18,Jun,2018,Aramark,Canton,30114,Cherokee County,13057,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30114,Metro West,1,180
8/31/18,Aug,2018,"Alorica, Inc.",Kennesaw,30144,Cherokee County,13057,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30144,Metro West,1,635
1/1/20,Jan,2020,Tech Posse Inc,Acworth,30102,Cherokee County,13057,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30102,Metro West,1,7
3/15/20,Mar,2020,Bloomin Brands (Outback 1125),Canton,30114,Cherokee County,13057,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30114,Metro West,1,47
3/18/20,Mar,2020,Precious Treasures Daycare Center,Woodstock,30188,Cherokee County,13057,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30188,Metro West,1,1
3/23/20,Mar,2020,Piolax Corporation,Canton,30114,Cherokee County,13057,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30114,Metro West,1,359
4/4/20,Apr,2020,Vision Works (Kennesaw),Kennesaw,30144,Cherokee County,13057,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30144,Metro West,1,10
4/4/20,Apr,2020,Vision Works (Canton),Canton,30114,Cherokee County,13057,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30114,Metro West,1,3
5/25/20,May,2020,Woodstock Pain Solutions,,30189,Cherokee County,13057,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30189,Metro West,1,4
8/5/20,Aug,2020,"Avanos Medical, Inc. (NeoMed, Inc.)",Woodstock,30188,Cherokee County,13057,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30188,Metro West,1,17
8/8/08,Aug,2008,"Armstrong & Dobbs, Inc.",Athens,30601,Clarke County,13059,"Athens-Clarke County, GA",12020,30601,Northeast,1,45
1/16/09,Jan,2009,Pilgrims Pride,Athens,30601,Clarke County,13059,"Athens-Clarke County, GA",12020,30601,Northeast,1,180
11/19/09,Nov,2009,Invista S.a.r.l.,Athens,30601,Clarke County,13059,"Athens-Clarke County, GA",12020,30601,Northeast,1,45
1/13/10,Jan,2010,Power Partners,Athens,30607,Clarke County,13059,"Athens-Clarke County, GA",12020,30607,Northeast,1,65
8/19/10,Aug,2010,Overhead Door,Athens,30601,Clarke County,13059,"Athens-Clarke County, GA",12020,30601,Northeast,1,111
2/22/11,Feb,2011,Haband( Orchard Brands),Athens,30606,Clarke County,13059,"Athens-Clarke County, GA",12020,30606,Northeast,1,475
4/14/11,Apr,2011,Mitsubishi Digital Electronics America Inc.,Braselton,30517,Clarke County,13059,"Athens-Clarke County, GA",12020,30517,Northeast,1,35
9/23/13,Sep,2013,"Intuit, Inc.",Athens,30601,Clarke County,13059,"Athens-Clarke County, GA",12020,30601,Northeast,1,4
11/28/16,Nov,2016,Advantage Behavioral Health,Athens,30601,Clarke County,13059,"Athens-Clarke County, GA",12020,30601,Northeast,1,16
3/6/17,Mar,2017,Macy's,Athens,30606,Clarke County,13059,"Athens-Clarke County, GA",12020,30606,Northeast,1,81
12/12/17,Dec,2017,Invista,Athens,30601,Clarke County,13059,"Athens-Clarke County, GA",12020,30601,Northeast,1,52
3/15/20,Mar,2020,Bloomin Brands (Carrabbas 6114),Athens,30306,Clarke County,13059,"Athens-Clarke County, GA",12020,30306,Northeast,1,59
3/15/20,Mar,2020,Bloomin' Brands (Outback 1116),Athens,30606,Clarke County,13059,"Athens-Clarke County, GA",12020,30606,Northeast,1,71
4/1/20,Apr,2020,"Ritchey Enterprises, Inc.",Athens,30606,Clarke County,13059,"Athens-Clarke County, GA",12020,30606,Northeast,1,1
4/4/20,Apr,2020,Vision Works (Athens),Athens,30606,Clarke County,13059,"Athens-Clarke County, GA",12020,30606,Northeast,1,6
4/12/20,Apr,2020,"The Finish Line, Inc.",Athens,30606,Clarke County,13059,"Athens-Clarke County, GA",12020,30606,Northeast,1,13
3/23/20,Mar,2020,"Coral Hospitality-GA, LLC",Fort Gaines,39851,Clay County,13061,,,39851,South,1,25
1/26/07,Jan,2007,Agl Resources,Riverdale,30724,Clayton County,13063,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30705,Metro South,1,93
1/2/08,Jan,2008,"Vertis Communications, Inc.",Atlanta,30354,Clayton County,13063,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30354,Metro South,1,40
4/3/08,Apr,2008,Jevic Transportation,Conley,30288,Clayton County,13063,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30288,Metro South,1,72
7/8/08,Jul,2008,Airtran Airways,Atlanta,30320,Clayton County,13063,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30337,Metro South,1,179
7/15/08,Jul,2008,American Airlines,Atlanta,30320,Clayton County,13063,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30337,Metro South,1,7
7/16/08,Jul,2008,Republic Airways,Atlanta,30320,Clayton County,13063,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30337,Metro South,1,0
7/31/08,Jul,2008,Rexam Beverage Can Co.,Forest Park,30297,Clayton County,13063,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30297,Metro South,1,92
10/15/08,Oct,2008,Taylor Farms,Forest Park,30297,Clayton County,13063,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30297,Metro South,1,57
12/22/08,Dec,2008,Hertz Corporation,Atlanta,30320,Clayton County,13063,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30337,Metro South,1,106
2/6/09,Feb,2009,Air Jamaica,Atlanta,30320,Clayton County,13063,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30337,Metro South,1,22
7/14/09,Jul,2009,"Parking Company Of America, Inc.",Atlanta,30320,Clayton County,13063,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30337,Metro South,1,460
5/28/10,May,2010,Tindall Corporation,Conley,30288,Clayton County,13063,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30288,Metro South,1,100
10/4/10,Oct,2010,"Aps Healthcare, Inc.nc",College Park,30349,Clayton County,13063,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30349,Metro South,1,52
11/22/10,Nov,2010,Asten Johnson,Jonesboro,30236,Clayton County,13063,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30236,Metro South,1,35
3/22/11,Mar,2011,Jcpenney Corporation,Morrow,30260,Clayton County,13063,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30260,Metro South,1,127
4/8/11,Apr,2011,Brevard Achievement Center,Forest Park,30297,Clayton County,13063,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30297,Metro South,1,28
8/15/11,Aug,2011,Lowe's,Riverdale,30274,Clayton County,13063,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30274,Metro South,1,98
12/13/11,Dec,2011,Cinram/ditan Distribution,Forest Park,30297,Clayton County,13063,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30297,Metro South,1,0
3/1/12,Mar,2012,Food Lion,Jonesboro,30238,Clayton County,13063,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30238,Metro South,1,35
3/1/12,Mar,2012,Kmart,Jonesboro,30236,Clayton County,13063,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30236,Metro South,1,70
8/10/12,Aug,2012,G4s Govt Solutions(ft Gillem),Forest Park,30297,Clayton County,13063,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30297,Metro South,1,26
10/30/12,Oct,2012,Jacobson Staffing Company,Forest Park,30297,Clayton County,13063,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30297,Metro South,1,90
5/9/13,May,2013,"Airtran Airways, Inc./hartsfield-jackson Alt Int'l Airport",Atlanta,30320,Clayton County,13063,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30337,Metro South,1,316
11/30/13,Nov,2013,JC's 5 Star Outlet,Forest Park,30297,Clayton County,13063,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30297,Metro South,1,135
2/1/14,Feb,2014,SP Recycling Southeast,Forest Park,30297,Clayton County,13063,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30297,Metro South,1,20
2/4/14,Feb,2014,Target,Morrow,30260,Clayton County,13063,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30260,Metro South,1,102
7/31/14,Jul,2014,InterFlex Group,College Park,30349,Clayton County,13063,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30349,Metro South,1,65
8/24/14,Aug,2014,Bags Inc.,Atlanta,30320,Clayton County,13063,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30337,Metro South,1,145
3/31/15,Mar,2015,Kmart Distribution Center/Forest Park,Forest Park,30297,Clayton County,13063,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30297,Metro South,1,150
5/17/15,May,2015,United Airlines,Atlanta,30320,Clayton County,13063,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30337,Metro South,1,87
10/1/15,Oct,2015,Delta Global Services,Atlanta,30320,Clayton County,13063,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30337,Metro South,1,117
12/1/16,Dec,2016,Experience Works,Forest Park,30297,Clayton County,13063,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30297,Metro South,1,7
1/23/17,Jan,2017,Americold Logistics LLC,Forest Park,30297,Clayton County,13063,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30297,Metro South,1,31
6/30/17,Jun,2017,Dollar Express,Lake City,30260,Clayton County,13063,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30260,Metro South,1,8
3/29/19,Mar,2019,Eclipse Advantage LLC,Forest Park,30297,Clayton County,13063,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30297,Metro South,1,97
4/12/19,Apr,2019,ABM Aviation,Atlanta,30320,Clayton County,13063,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30337,Metro South,1,1121
5/26/19,May,2019,That's Tasty,Morrow,30260,Clayton County,13063,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30260,Metro South,1,87
8/12/19,Aug,2019,General Produce LLC,Conley,30288,Clayton County,13063,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30288,Metro South,1,93
10/23/19,Oct,2019,Club Chef Southeast LLC,Conley,30288,Clayton County,13063,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30288,Metro South,1,112
3/13/20,Mar,2020,Airport Retail Management (ARM),Atlanta,30349,Clayton County,13063,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30349,Metro South,1,196
3/13/20,Mar,2020,Kabobs Acquisition  LLC,Lake City,30260,Clayton County,13063,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30260,Metro South,1,175
3/15/20,Mar,2020,Bloomin Brands (Carrabbas 1108),Morrow,30260,Clayton County,13063,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30260,Metro South,1,86
3/15/20,Mar,2020,"Delaware North Co. (Atl Partner 1800 Phoenix, Atl)",Atlanta,30349,Clayton County,13063,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30349,Metro South,1,214
3/18/20,Mar,2020,Prospect International Airport Services Corp.,Atlanta,30320,Clayton County,13063,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30337,Metro South,1,113
3/25/20,Mar,2020,"Gate Gourmet, Inc.",Atlanta,30354,Clayton County,13063,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30354,Metro South,1,500
3/27/20,Mar,2020,"G2 Secure Staff, LLC",Atlanta,30354,Clayton County,13063,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30354,Metro South,1,122
4/1/20,Apr,2020,"The Finish Line, Inc.",Morrow,30260,Clayton County,13063,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30260,Metro South,1,16
4/4/20,Apr,2020,Vision Works (McDonough),,30253,Clayton County,13063,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30253,Metro South,1,7
4/4/20,Apr,2020,Vision Works (Fayetteville),Fayetteville,30214,Clayton County,13063,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30214,Metro South,1,10
4/12/20,Apr,2020,"The Finish Line, Inc.",Morrow,30260,Clayton County,13063,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30260,Metro South,1,15
4/14/20,Apr,2020,The Hertz Corporation,College Park,30337,Clayton County,13063,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30337,Metro South,1,162
4/17/20,Apr,2020,"SodexoMagic, Delta Sky Club",Atlanta,30320,Clayton County,13063,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30337,Metro South,1,246
4/30/20,Apr,2020,Holiday Retail Inc.,,30236,Clayton County,13063,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30236,Metro South,1,8
4/30/20,Apr,2020,"ACTS-Aviation Security, Inc.",Atlanta,30320,Clayton County,13063,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30337,Metro South,1,90
4/30/20,Apr,2020,Enterprise Holdings,College Park,30337,Clayton County,13063,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30337,Metro South,1,73
5/17/20,May,2020,Cox Automotive,College Park,30349,Clayton County,13063,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30349,Metro South,1,160
5/31/20,May,2020,ABM Aviation Inc. (Delta Airlines),Atlanta,30337,Clayton County,13063,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30337,Metro South,1,170
6/30/20,Jun,2020,BAJRANGI INC,,30236,Clayton County,13063,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30236,Metro South,1,3
8/21/20,Aug,2020,Jacobson Warehouse Company,Forest Park,30297,Clayton County,13063,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30297,Metro South,1,175
8/28/20,Aug,2020,Avis Budget Group,College Park,30337,Clayton County,13063,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30337,Metro South,1,18
9/18/20,Sep,2020,P.F. Chang's Bistro China (Hartsfield),Atlanta,30320,Clayton County,13063,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30337,Metro South,1,75
9/18/20,Sep,2020,"South Atlanta Orthopedics and Sports Medicine, pc",,30297,Clayton County,13063,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30297,Metro South,1,1
10/16/20,Oct,2020,HMS Host (Atlanta Airport),Atlanta,30320,Clayton County,13063,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30337,Metro South,1,570
11/1/20,Nov,2020,"Delta Air Lines, Inc-Pilot Base",Atlanta,30354,Clayton County,13063,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30354,Metro South,1,493
1/22/07,Jan,2007,Wachovia Corp.,Marietta,30067,Cobb County,13067,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30067,Metro West,1,72
4/27/07,Apr,2007,Tsys Loyalty,Alpharetta,30005,Cobb County,13067,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30005,Metro West,1,85
8/16/07,Aug,2007,Homebanc Mortgage Corp,Atlanta,30339,Cobb County,13067,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30339,Metro West,1,82
8/21/07,Aug,2007,First Magnus,Marietta,30067,Cobb County,13067,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30067,Metro West,1,0
1/16/08,Jan,2008,Value City,Marietta,30067,Cobb County,13067,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30067,Metro West,1,102
1/24/08,Jan,2008,Fti Film Technologies International Inc.,Kennesaw,30144,Cobb County,13067,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30144,Metro West,1,2
2/1/08,Feb,2008,The Home Depot,Atlanta,30339,Cobb County,13067,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30339,Metro West,1,306
3/6/08,Mar,2008,First Franklin Financial,Kennesaw,30144,Cobb County,13067,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30144,Metro West,1,76
4/29/08,Apr,2008,Itw Alma,Kennesaw,30152,Cobb County,13067,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30152,Metro West,1,29
4/29/08,Apr,2008,Vwr International,Marietta,30066,Cobb County,13067,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30066,Metro West,1,40
5/2/08,May,2008,Chase Card Services,Kennesaw,30144,Cobb County,13067,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30144,Metro West,1,70
9/10/08,Sep,2008,Simmons,Mableton,30126,Cobb County,13067,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30126,Metro West,1,103
9/29/08,Sep,2008,Bill Heard Chevrolet,Kennesaw,30144,Cobb County,13067,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30144,Metro West,1,137
10/15/08,Oct,2008,Kmart,Marietta,30062,Cobb County,13067,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30062,Metro West,1,65
10/29/08,Oct,2008,"Citigroup, Inc.",Marietta,30067,Cobb County,13067,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30067,Metro West,1,61
11/20/08,Nov,2008,First Data Resources,Marietta,30067,Cobb County,13067,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30067,Metro West,1,40
12/15/08,Dec,2008,Lodgenet,Atlanta,30339,Cobb County,13067,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30339,Metro West,1,120
1/12/09,Jan,2009,Sunshine Mortgage Company,Smyrna,30080,Cobb County,13067,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30080,Metro West,1,189
1/30/09,Jan,2009,The Home Depot,Kennesaw,30144,Cobb County,13067,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30144,Metro West,1,75
2/3/09,Feb,2009,First Data Resources,Marietta,30067,Cobb County,13067,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30067,Metro West,1,27
2/23/09,Feb,2009,Chase Card Services,Kennesaw,30144,Cobb County,13067,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30144,Metro West,1,730
4/1/09,Apr,2009,"Russell Corporation Aka Russell Brands, Llc",Atlanta,30339,Cobb County,13067,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30339,Metro West,1,90
5/14/09,May,2009,Trandotcom Solutions,Kennesaw,30144,Cobb County,13067,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30144,Metro West,1,53
5/22/09,May,2009,Lincoln Financial,Atlanta,30339,Cobb County,13067,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30339,Metro West,1,19
7/7/09,Jul,2009,Stock Building Supply,Acworth,30102,Cobb County,13067,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30102,Metro West,1,89
7/10/09,Jul,2009,Urs-united Retail Service,Kennesaw,30144,Cobb County,13067,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30144,Metro West,1,90
8/10/09,Aug,2009,"Taylor, Bean & Whitaker",Atlanta,30339,Cobb County,13067,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30339,Metro West,1,230
8/13/09,Aug,2009,"Focus Receivable Manangement, Llc",Marietta,30067,Cobb County,13067,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30067,Metro West,1,78
12/11/09,Dec,2009,"Axiant, Llc",Atlanta,30339,Cobb County,13067,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30339,Metro West,1,56
1/7/10,Jan,2010,American Express,Atlanta,30339,Cobb County,13067,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30339,Metro West,1,55
7/19/10,Jul,2010,Kehe Distributors,Kennesaw,30144,Cobb County,13067,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30144,Metro West,1,99
7/19/10,Jul,2010,American Red Cross,Kennesaw,30144,Cobb County,13067,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30144,Metro West,1,85
9/15/10,Sep,2010,Cytec,Smyrna,30080,Cobb County,13067,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30080,Metro West,1,100
9/23/10,Sep,2010,Abbott Laboratories,Marietta,30062,Cobb County,13067,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30062,Metro West,1,34
10/19/10,Oct,2010,National Envelope,Austell,30109,Cobb County,13067,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30117,Metro West,1,237
11/2/10,Nov,2010,"Alaven Pharmaceutical(meda Pharmaceuticals,inc)",Marietta,30062,Cobb County,13067,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30062,Metro West,1,40
